id,gen,sp,ssp,en,rec,cnt,loc,lat,lng,alt,type,url,file,file-name,sono,lic,q,length,time,date,uploaded,also,rmk,bird-seen,playback-used
468753,Macronus,gularis,,Pin-striped Tit-Babbler,Frank Lambert,Malaysia,"Base of Old road to Fraser&#039;s Hill.  The Gap, Pahang",3.693,101.746,850,song,//www.xeno-canto.org/468753,//www.xeno-canto.org/468753/download,XC468753-Macronous-gularis_nom-FL X song Frasers Gap 850m 8.22am 28Feb19  LS116788a.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC468753-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC468753-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC468753-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC468753-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,1:36,08:22,2019-02-28,2019-04-27,[''],,yes,no
284408,Macronus,gularis,gularis,Pin-striped Tit-Babbler,Bas van Balen,Indonesia,"Darul Makmur, Nagan Raya, Aceh",3.7979,96.5575,40,"alarm call, song",//www.xeno-canto.org/284408,//www.xeno-canto.org/284408/download,XC284408-SUM Macronous gularis_15iv11_823_21_song+alert.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/VSXHBVQJDA/ffts/XC284408-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/VSXHBVQJDA/ffts/XC284408-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/VSXHBVQJDA/ffts/XC284408-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/VSXHBVQJDA/ffts/XC284408-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:41,08:23,2011-04-15,2015-10-09,[''],,no,no
255001,Macronus,gularis,,Pin-striped Tit-Babbler,az dipu,Bangladesh,"Madhupur Upazila, Tangail, Dhaka Division",24.6588,90.1057,unknown,"call, song",//www.xeno-canto.org/255001,//www.xeno-canto.org/255001/download,XC255001-Pin Striped Tit Babler.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/IOFBDINZXL/ffts/XC255001-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/IOFBDINZXL/ffts/XC255001-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/IOFBDINZXL/ffts/XC255001-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/IOFBDINZXL/ffts/XC255001-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:24,07:00,2015-07-02,2015-07-03,[''],,no,no
244346,Macronus,gularis,,Pin-striped Tit-Babbler,Mike Nelson,Malaysia,"Panti Bird Sanctuary, Johor",1.8773,103.9181,30,"call, song",//www.xeno-canto.org/244346,//www.xeno-canto.org/244346/download,XC244346-Pin-striped Tit-Babbler1PT2015.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC244346-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC244346-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC244346-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC244346-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:30,09:00,2015-04-20,2015-05-20,[''],"link:http://www.birdtourasia.com/pdf%20Reports/Birdtour%20Asia%20Panti%202015.pdf
img:https://www.flickr.com/photos/madbirder/16652499204/in/photolist-rnwpRf-gnFoMA-gnFmKQ-gnF6rS-gnFaPR",yes,no
190301,Macronus,gularis,,Pin-striped Tit-Babbler,Oscar Campbell,Philippines,"Near Sabang, Palawan",10.1955,118.9184,50,song,//www.xeno-canto.org/190301,//www.xeno-canto.org/190301/download,XC190301-140723_STE-103_Pin-stripedTit-Babbler_Sabang_OC.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/RFRTVEHIZX/ffts/XC190301-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/RFRTVEHIZX/ffts/XC190301-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/RFRTVEHIZX/ffts/XC190301-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/RFRTVEHIZX/ffts/XC190301-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:26,07:30,2014-07-23,2014-08-10,[''],Calling from roadside thicket. Several birds seen.,yes,no
96569,Macronus,gularis,gularis,Pin-striped Tit-Babbler,Frank Lambert,Malaysia,"Perak; Bukit Kinta, Sungai Pacat",4.5998,101.2001,150,"call, song",//www.xeno-canto.org/96569,//www.xeno-canto.org/96569/download,Macronous_gularis_gularis-FL Bukit Kinta (Sungai Pacat) Perak MY 23Nov09 150m R09_0031.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC96569-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC96569-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC96569-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC96569-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,1:27,07:40,2009-11-24,2012-03-11,['Orthotomus sericeus'],Nasal contact notes dominate this cut. Probably more than three birds foraging in bamboo-dominated area.Not the same birds as on XC96568,unknown,unknown
96568,Macronus,gularis,gularis,Pin-striped Tit-Babbler,Frank Lambert,Malaysia,"Perak; Bukit Kinta, Sungai Pacat",4.5998,101.2001,150,"call, song",//www.xeno-canto.org/96568,//www.xeno-canto.org/96568/download,Macronous_gularis_gularis-FL Bukit Kinta (Sungai Pacat) Perak MY 23Nov09 150m R09_0014.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC96568-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC96568-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC96568-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC96568-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,1:14,07:00,2009-11-24,2012-03-11,['Orthotomus sericeus'],"Nasal contact notes dominate the first part of the cut, then interspersed with short song phrases. Probably more than two birds foraging in bamboo-dominated area",unknown,unknown
94291,Macronus,gularis,sulphureus,Pin-striped Tit-Babbler,Mike Nelson,Thailand,"Kaeng Krachan National Park, Ban Krang, KM 15-18, Phetchaburi",12.7989,99.4539,350,song,//www.xeno-canto.org/94291,//www.xeno-canto.org/94291/download,PinstripedTitBabbler2.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC94291-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC94291-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC94291-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC94291-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:17,13:30,2012-01-25,2012-02-05,['Psilopogon faiostrictus'],,no,no
94290,Macronus,gularis,sulphureus,Pin-striped Tit-Babbler,Mike Nelson,Thailand,"Hellfire Pass, Kanchanaburi",14.3551,98.9528,200,song,//www.xeno-canto.org/94290,//www.xeno-canto.org/94290/download,PinstripedTitBabbler1.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC94290-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC94290-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC94290-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC94290-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:02,09:30,2012-01-27,2012-02-05,[''],,yes,no
81150,Macronus,gularis,,Pin-striped Tit-Babbler,Myornis,Thailand,Chiang Mai Elephant Camp,,,?,Song,//www.xeno-canto.org/81150,//www.xeno-canto.org/81150/download,LS110010 ex Mystery 1676 with Turdus sp at end Chiang Mai Pin-striped Tit-Babbler.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/OXSIOLJJUP/ffts/XC81150-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OXSIOLJJUP/ffts/XC81150-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OXSIOLJJUP/ffts/XC81150-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OXSIOLJJUP/ffts/XC81150-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:16,14:00,2011-04-25,2011-06-16,[''],Former mystery 1676.,unknown,unknown
68615,Macronus,gularis,,Pin-striped Tit-Babbler,Frank Lambert,Vietnam,"Vu Qang, Ha Tinh Province",18.3,105.4,?,song,//www.xeno-canto.org/68615,//www.xeno-canto.org/68615/download,Macronous_gularis_Vietnam-84.1b-FRL_VN_9_401.4-416.2_1_S.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC68615-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC68615-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC68615-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC68615-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:13,?:?,0000-00-00,2011-01-06,[''],"Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/5247>AV5247</a>.  Certainty: 100%.  ID determined by: not specifically indicated; recordist normally sees birds recorded and indicates if any question; familiar. GPS: Threatened Birds of Asia. staccato call Recorded June 8-12, 1994",unknown,unknown
68614,Macronus,gularis,,Pin-striped Tit-Babbler,Frank Lambert,Vietnam,"Vu Qang, Ha Tinh Province",18.3,105.4,?,song,//www.xeno-canto.org/68614,//www.xeno-canto.org/68614/download,Macronous_gularis_Vietnam-84.1b-FRL_VN_8_380.2-401.8_1_S.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC68614-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC68614-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC68614-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC68614-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:20,?:?,0000-00-00,2011-01-06,[''],"Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/5246>AV5246</a>.  Certainty: 100%.  ID determined by: not specifically indicated; recordist normally sees birds recorded and indicates if any question; familiar. GPS: Threatened Birds of Asia. staccato call Recorded June 8-12, 1994",unknown,unknown
56558,Macronus,gularis,ricketti,Pin-striped Tit-Babbler,David Edwards,Vietnam,Ba Be,,,150,song,//www.xeno-canto.org/56558,//www.xeno-canto.org/56558/download,White-browedShrike-babbler_BaBeVN_Edwards.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/AFEHYCAHZR/ffts/XC56558-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/AFEHYCAHZR/ffts/XC56558-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/AFEHYCAHZR/ffts/XC56558-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/AFEHYCAHZR/ffts/XC56558-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:34,?:?,2010-05-00,2010-06-23,[''],,unknown,unknown
480927,Macronus,gularis,,Pin-striped Tit-Babbler,Werzik,Thailand,"Tambon Sai Ma, Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi",13.8549,100.4735,10,song,//www.xeno-canto.org/480927,//www.xeno-canto.org/480927/download,XC480927-pin-striped tit babbler?.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/LBCDIIYAVS/ffts/XC480927-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/LBCDIIYAVS/ffts/XC480927-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/LBCDIIYAVS/ffts/XC480927-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/LBCDIIYAVS/ffts/XC480927-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,D,0:32,07:24,2019-06-13,2019-06-13,"['Dicaeum cruentatum', 'Rhipidura javanica', 'Spilopelia chinensis']",The song can only be heard in the morning and will be absent during the day. I tentatively ID this as Macronus gularis but not with 100% certainty since there's no individual has yet to be found in vicinity.,no,no
21993,Macronus,gularis,,Pin-striped Tit-Babbler,Nick Athanas,Malaysia,"Taman Negara, Pahang",4.3864,102.4017,75,song,//www.xeno-canto.org/21993,//www.xeno-canto.org/21993/download,R09_1629-Striped-Tit-Babbler.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/XRABICUARW/ffts/XC21993-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/XRABICUARW/ffts/XC21993-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/XRABICUARW/ffts/XC21993-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/XRABICUARW/ffts/XC21993-full.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,D,0:29,11:51,2008-06-01,2008-11-20,[''],,unknown,unknown
685673,Caprimulgus,macrurus,,Large-tailed Nightjar,AUDEVARD Aurélien,Australia,"Crystal Creek, Townsville City, Queensland",-18.98,146.2542,50,"adult, male, song",//www.xeno-canto.org/685673,//www.xeno-canto.org/685673/download,XC685673-Engoulevent de Horsfield 07122019 - Big Crystal Creek - Australie.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YPDXKAZUZN/ffts/XC685673-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YPDXKAZUZN/ffts/XC685673-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YPDXKAZUZN/ffts/XC685673-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YPDXKAZUZN/ffts/XC685673-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:26,19:00,2019-12-07,2021-11-10,[''],,no,no
677153,Caprimulgus,macrurus,,Large-tailed Nightjar,Abdus Shakur,India,"Wildlife Institute of India, Dehradun, Uttarakhand, India",30.2825,77.9748,600,"adult, sex uncertain, song",//www.xeno-canto.org/677153,//www.xeno-canto.org/677153/download,XC677153-Large_tailed_Nightjar_WII_H.wav,"{'small': '//www.xeno-canto.org/sounds/uploaded/SYZTAXZZJX/ffts/XC677153-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/SYZTAXZZJX/ffts/XC677153-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/SYZTAXZZJX/ffts/XC677153-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/SYZTAXZZJX/ffts/XC677153-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:12,20:30,2020-03-29,2021-09-28,['Vanellus indicus'],was calling from the roof and flew later,yes,no
664203,Caprimulgus,macrurus,schlegelii,Large-tailed Nightjar,James Lambert,Australia,"Charles Darwin University, Darwin Municipality, Northern Territory",-12.3764,130.8679,10,"adult, song",//www.xeno-canto.org/664203,//www.xeno-canto.org/664203/download,XC664203-large-tailed nightjar 18_53_50.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC664203-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC664203-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC664203-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC664203-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:37,18:53,2021-06-17,2021-07-21,[''],"gaps between successive groups of notes are frequently of x+x/2 beats; in other words, after a series of notes on a regular beat, the next series of notes will start on the offbeat, then the following will start on the offbeat of that - so back to the original onbeat, at least roughly; this is not true of all sets of vocalisations, but it is a very common feature; I also noticed this occurring with Singaporean subspecies bimaculatus",yes,no
664135,Caprimulgus,macrurus,schlegelii,Large-tailed Nightjar,James Lambert,Australia,"Charles Darwin University, Darwin Municipality, Northern Territory",-12.3764,130.8679,10,"adult, song",//www.xeno-canto.org/664135,//www.xeno-canto.org/664135/download,XC664135-large-tailed nightjar 06_30_53.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC664135-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC664135-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC664135-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC664135-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:32,06:30,2021-06-08,2021-07-21,[''],background noise of flying fox colony,yes,no
660409,Caprimulgus,macrurus,,Large-tailed Nightjar,Asim Giri,India,"Egra (near  Rukminipur), Purba Medinipur, West Bengal",21.8941,87.5794,10,"adult, sex uncertain, song",//www.xeno-canto.org/660409,//www.xeno-canto.org/660409/download,"XC660409-29 Apr, 6.30 pm - Large-tailed Nightjar.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/VRTKVIDLNU/ffts/XC660409-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/VRTKVIDLNU/ffts/XC660409-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/VRTKVIDLNU/ffts/XC660409-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/VRTKVIDLNU/ffts/XC660409-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:16,18:33,2021-04-29,2021-07-01,[''],,yes,no
649229,Caprimulgus,macrurus,schlegelii,Large-tailed Nightjar,James Lambert,Australia,"Charles Darwin University, Darwin Municipality, Northern Territory",-12.3764,130.8679,10,"adult, call, song",//www.xeno-canto.org/649229,//www.xeno-canto.org/649229/download,XC649229-Large-tailed Nightjar 06_32_15.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC649229-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC649229-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC649229-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC649229-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,1:17,06:32,2021-05-10,2021-05-17,['Stomiopera unicolor'],typical tok-tok song from two individuals (one in background); also low pitched pulsating wok-wok call at beginning of recording (some background song of Flying Foxes),yes,no
649228,Caprimulgus,macrurus,schlegelii,Large-tailed Nightjar,James Lambert,Australia,"Charles Darwin University, Darwin Municipality, Northern Territory",-12.3764,130.8679,10,"adult, call, song",//www.xeno-canto.org/649228,//www.xeno-canto.org/649228/download,XC649228-Large-tailed Nightjar 06_31_39.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC649228-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC649228-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC649228-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC649228-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:25,06:31,2021-05-10,2021-05-17,['Gerygone chloronota'],low pitched pulsating wok-wok call; typical tok-tok song from another individual begins towards end,yes,no
649227,Caprimulgus,macrurus,schlegelii,Large-tailed Nightjar,James Lambert,Australia,"Charles Darwin University, Darwin Municipality, Northern Territory",-12.3764,130.8679,10,"adult, song",//www.xeno-canto.org/649227,//www.xeno-canto.org/649227/download,XC649227-Large-tailed Nightjar 06_28_15.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC649227-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC649227-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC649227-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC649227-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:22,06:28,2021-05-10,2021-05-17,"['Lichmera indistincta', 'Entomyzon cyanotis']",typical tok-tok song; a sharp rise in frequency towards the end of recording,yes,no
646133,Caprimulgus,macrurus,schlegelii,Large-tailed Nightjar,James Lambert,Australia,"Charles Darwin University, Darwin Municipality, Northern Territory",-12.3764,130.8679,10,"adult, song",//www.xeno-canto.org/646133,//www.xeno-canto.org/646133/download,XC646133-large-tailed nightjar 06_10_42.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC646133-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC646133-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC646133-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC646133-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:29,06:10,2021-04-26,2021-05-07,"['Vanellus miles', 'Lichmera indistincta']",typical 'chop chop chop' song; same call heard faintly in background,yes,no
643413,Caprimulgus,macrurus,schlegelii,Large-tailed Nightjar,James Lambert,Australia,"Charles Darwin University, Darwin Municipality, Northern Territory",-12.3764,130.8679,10,"adult, song",//www.xeno-canto.org/643413,//www.xeno-canto.org/643413/download,XC643413-Large-tailed Nightjar1 19_02_37.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC643413-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC643413-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC643413-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC643413-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:09,19:02,2021-04-24,2021-04-28,[''],typical vocalisation; made by single bird perched on naked branch,yes,no
612586,Caprimulgus,macrurus,,Large-tailed Nightjar,Teus Luijendijk,Indonesia,"Kali Batu Putih, Halmahera",0.9281,127.5623,90,song,//www.xeno-canto.org/612586,//www.xeno-canto.org/612586/download,XC612586-19970731Large-tailedNightjarTLC17B013.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/VLNULZJNSX/ffts/XC612586-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/VLNULZJNSX/ffts/XC612586-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/VLNULZJNSX/ffts/XC612586-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/VLNULZJNSX/ffts/XC612586-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:36,?,1997-07-31,2021-01-03,"['Megapodius freycinet', 'Aegotheles crinifrons', 'Otus magicus']",,yes,no
612278,Caprimulgus,macrurus,,Large-tailed Nightjar,Jelle Scharringa,Vietnam,"Dong Nai, Tân Phú, Đồng Nai",11.4232,107.4287,120,song,//www.xeno-canto.org/612278,//www.xeno-canto.org/612278/download,"XC612278-Large-tailed Nightjar (Caprimulgus macrurus), ssp. bimaculatus #13.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612278-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612278-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612278-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612278-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:41,05:10,2018-03-26,2021-01-02,[''],,no,no
612276,Caprimulgus,macrurus,,Large-tailed Nightjar,Jelle Scharringa,Malaysia,"Kuala Selangor, Selangor.",3.338,101.241,50,song,//www.xeno-canto.org/612276,//www.xeno-canto.org/612276/download,"XC612276-Large-tailed Nightjar (Caprimulgus macrurus), ssp. bimaculatus #9.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612276-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612276-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612276-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612276-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:45,21:20,1983-01-12,2021-01-02,['Tyto javanica'],In big trees on Lighthouse Hill.,yes,no
612273,Caprimulgus,macrurus,,Large-tailed Nightjar,Jelle Scharringa,Thailand,"Baan Maka Chalet, near Kaeng Krachan NP, Phetchaburi",13.6326,99.3604,140,song,//www.xeno-canto.org/612273,//www.xeno-canto.org/612273/download,"XC612273-Large-tailed Nightjar (Caprimulgus macrurus), ssp. bimaculatus #7.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612273-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612273-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612273-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612273-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:50,05:45,2014-03-14,2021-01-02,"['Eudynamys scolopaceus', 'Centropus sinensis']","3 to 5 birds present in bamboo groves around lodge, at dawn.",yes,no
612272,Caprimulgus,macrurus,,Large-tailed Nightjar,Jelle Scharringa,Thailand,"Baan Maka Chalet, near Kaeng Krachan NP, Phetchaburi",13.6326,99.3604,140,song,//www.xeno-canto.org/612272,//www.xeno-canto.org/612272/download,"XC612272-Large-tailed Nightjar (Caprimulgus macrurus), ssp. bimaculatus #5.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612272-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612272-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612272-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612272-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:25,06:00,2014-03-13,2021-01-02,['Eudynamys scolopaceus'],"5 birds present in bamboo groves around lodge, at dawn.",yes,no
